#Tax                                                                  	AF4_62 	AF4_61 	AF4_41 	AF4_42 	AF4_51 	AF4_22 	AF4_21 	AF4_31 	AF4_32 	AF4_12 	AF4_11 	P4_21 	P4_22 	P4_51 	P4_42 	P4_41 	P4_61 	P4_62 	P4_11 	P4_12 	P4_32 	P4_31 	UCB4_61 	UCB4_62 	UCB4_21 	UCB4_42 	UCB4_22 	UCB4_41 	UCB4_32 	UCB4_31 	UCB4_11 	UCB4_12 	UCB4_51 	M4_11 	M4_12 	M4_21 	M4_22 	M4_31 	M4_32 	M4_42 	M4_41 	M4_51 	M4_61 	M4_62
s__Firmicutes_bacterium_CAG:129_59_24                                 	     0 	     0 	    66 	     0 	     0 	   325 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:129                                       	     0 	     0 	     0 	     0 	     0 	   232 	   110 	     0 	   179 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:124                                       	     0 	   129 	    26 	     0 	     0 	   232 	    33 	     0 	   537 	    88 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	   85 	    0
s__Firmicutes_bacterium_CAG:114                                       	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:110_56_8                                  	     0 	     0 	     0 	    59 	     0 	   418 	    99 	    38 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  126 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    250 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:110                                       	     0 	  1161 	     0 	   179 	     0 	  2141 	   399 	   396 	    89 	    88 	   101 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    283 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:103                                       	     0 	     0 	     0 	    89 	     0 	   232 	   121 	   128 	    89 	   266 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	     94 	      0 	    0 	    0 	    0 	    0 	  388 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_CAG:102                                       	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Firmicutes_bacterium_ASF500                                        	     0 	     0 	    66 	    29 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Filifactor_alocis                                                  	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fictibacillus_arsenicus                                            	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_succinogenes                                           	     0 	     0 	    13 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWR3                                               	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWP2                                               	     0 	   129 	     0 	     0 	     0 	    93 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWOV1                                              	     0 	     0 	     0 	     0 	     0 	    46 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWH9                                               	     0 	     0 	     0 	     0 	     0 	     0 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWEL                                               	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  126 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWB8                                               	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWB7                                               	     0 	     0 	     0 	     0 	     0 	     0 	   177 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	  132 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWB12                                              	     0 	     0 	     0 	     0 	     0 	     0 	    44 	    12 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fibrobacter_sp._UWB11                                              	     0 	     0 	    26 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fervidicola_ferrireducens                                          	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Fannyhessea_vaginae                                                	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   80 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    103 	      0 	    359 	      0 	    107 	    102 	    117 	      0 	      0 	      0 	      0 	  179 	    0 	    0 	  141 	    0 	  110 	    0 	    0 	    0 	    0 	  152
s__Faecalitalea_cylindroides                                          	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   177 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalicoccus_pleomorphus                                          	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalicatena_fissicatena                                          	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibaculum_rodentium                                           	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	  141 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibacterium_sp._CAG:82                                        	     0 	     0 	     0 	     0 	     0 	    46 	     0 	    12 	    89 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibacterium_sp._CAG:74_58_120                                 	     0 	     0 	     0 	     0 	     0 	   139 	    66 	     0 	    89 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	     94 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibacterium_sp._CAG:74                                        	     0 	   129 	     0 	    89 	     0 	  1024 	   110 	     0 	    89 	    88 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	     94 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibacterium_sp._CAG:1138                                      	     0 	     0 	     0 	     0 	     0 	    93 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Faecalibacterium_prausnitzii                                       	     0 	     0 	    26 	     0 	     0 	     0 	   133 	   153 	  1790 	   266 	   152 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  126 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  201 	    0 	    0 	  152
s__Eubacterium_ventriosum                                             	     0 	     0 	     0 	     0 	     0 	    93 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sulci                                                  	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    88 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:86                                             	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    25 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:841                                            	     0 	   129 	     0 	     0 	     0 	   279 	     0 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:603                                            	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:38                                             	     0 	     0 	     0 	     0 	     0 	     0 	   144 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:274                                            	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:251                                            	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Eubacterium_sp._CAG:202                                            	     0 	   129 	    93 	   179 	     0 	    46 	    22 	     0 	     0 	    44 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	  302 	    0 	    0 	    0
